Fecha,Area_Sanitaria,Casos_Abiertos,Pruebas_PCR_Realizadas,Porcentaje_Infecciones
2021-01-24,"A.S. VIGO","234","2.891","8,09%"
2021-01-24,"GALICIA","1.257","12.892","9,75%"
2021-01-25,"A.S. A CORUÑA E CEE","256","1.427","17,94%"
2021-01-25,"A.S. FERROL","82","803","10,21%"
2021-01-25,"A.S. LUGO, A MARIÑA E MONFORTE","105","1.253","8,38%"
2021-01-25,"A.S. OURENSE, VERÍN E O BARCO","97","1.754","5,53%"
2021-01-25,"A.S. PONTEVEDRA E O SALNÉS","132","1.235","10,69%"
2021-01-25,"A.S. SANTIAGO E BARBANZA","144","1.999","7,2%"
2021-01-25,"A.S. VIGO","157","1.748","8,98%"
2021-01-25,"GALICIA","973","10.219","9,52%"
2021-01-26,"A.S. A CORUÑA E CEE","333","3.218","10,35%"
2021-01-26,"A.S. FERROL","112","1.014","11,05%"
2021-01-26,"A.S. LUGO, A MARIÑA E MONFORTE","175","1.527","11,46%"
2021-01-26,"A.S. OURENSE, VERÍN E O BARCO","163","1.431","11,39%"
2021-01-26,"A.S. PONTEVEDRA E O SALNÉS","126","1.200","10,5%"
2021-01-26,"A.S. SANTIAGO E BARBANZA","168","2.036","8,25%"
2021-01-26,"A.S. VIGO","227","2.578","8,81%"
2021-01-26,"GALICIA","1.304","13.004","10,03%"
2021-01-27,"A.S. A CORUÑA E CEE","257","2.780","9,24%"
2021-01-27,"A.S. FERROL","91","740","12,3%"
2021-01-27,"A.S. LUGO, A MARIÑA E MONFORTE","121","1.334","9,07%"
2021-01-27,"A.S. OURENSE, VERÍN E O BARCO","139","1.109","12,53%"
2021-01-27,"A.S. PONTEVEDRA E O SALNÉS","161","1.398","11,52%"
2021-01-27,"A.S. SANTIAGO E BARBANZA","165","2.116","7,8%"
2021-01-27,"A.S. VIGO","205","2.079","9,86%"
2021-01-27,"GALICIA","1.139","11.556","9,86%"
2021-01-28,"A.S. A CORUÑA E CEE","223","3.175","7,02%"
2021-01-28,"A.S. FERROL","101","1.053","9,59%"
2021-01-28,"A.S. LUGO, A MARIÑA E MONFORTE","103","1.455","7,08%"
2021-01-28,"A.S. OURENSE, VERÍN E O BARCO","105","1.632","6,43%"
2021-01-28,"A.S. PONTEVEDRA E O SALNÉS","134","925","14,49%"
2021-01-28,"A.S. SANTIAGO E BARBANZA","234","2.129","10,99%"
2021-01-28,"A.S. VIGO","341","3.057","11,15%"
2021-01-28,"GALICIA","1.241","13.426","9,24%"
2021-01-29,"A.S. A CORUÑA E CEE","209","2.564","8,15%"
2021-01-29,"A.S. FERROL","121","902","13,41%"
2021-01-29,"A.S. LUGO, A MARIÑA E MONFORTE","182","1.555","11,7%"
2021-01-29,"A.S. OURENSE, VERÍN E O BARCO","100","1.413","7,08%"
2021-01-29,"A.S. PONTEVEDRA E O SALNÉS","177","1.647","10,75%"
2021-01-29,"A.S. SANTIAGO E BARBANZA","141","2.292","6,15%"
2021-01-29,"A.S. VIGO","239","2.291","10,43%"
2021-01-29,"GALICIA","1.169","12.664","9,23%"
2021-01-30,"A.S. A CORUÑA E CEE","231","2.316","9,97%"
2021-01-30,"A.S. FERROL","98","605","16,2%"
2021-01-30,"A.S. LUGO, A MARIÑA E MONFORTE","101","1.477","6,84%"
2021-01-30,"A.S. OURENSE, VERÍN E O BARCO","126","1.326","9,5%"
2021-01-30,"A.S. PONTEVEDRA E O SALNÉS","107","990","10,81%"
2021-01-30,"A.S. SANTIAGO E BARBANZA","141","2.230","6,32%"
2021-01-30,"A.S. VIGO","159","2.159","7,36%"
2021-01-30,"GALICIA","963","11.103","8,67%"
2021-01-31,"A.S. A CORUÑA E CEE","178","2.196","8,11%"
2021-01-31,"A.S. FERROL","68","712","9,55%"
2021-01-31,"A.S. LUGO, A MARIÑA E MONFORTE","81","1.095","7,4%"
2021-01-31,"A.S. OURENSE, VERÍN E O BARCO","118","1.180","10%"
2021-01-31,"A.S. PONTEVEDRA E O SALNÉS","134","948","14,14%"
2021-01-31,"A.S. SANTIAGO E BARBANZA","104","3.968","2,62%"
2021-01-31,"A.S. VIGO","155","2.268","6,83%"
2021-01-31,"GALICIA","838","12.367","6,78%"
2021-02-01,"A.S. A CORUÑA E CEE","140","1.341","10,44%"
2021-02-01,"A.S. FERROL","97","751","12,92%"
2021-02-01,"A.S. LUGO, A MARIÑA E MONFORTE","59","945","6,24%"
2021-02-01,"A.S. OURENSE, VERÍN E O BARCO","69","1.667","4,14%"
2021-02-01,"A.S. PONTEVEDRA E O SALNÉS","118","998","11,82%"
2021-02-01,"A.S. SANTIAGO E BARBANZA","129","3.766","3,43%"
2021-02-01,"A.S. VIGO","149","1.706","8,73%"
2021-02-01,"GALICIA","761","11.174","6,81%"
2021-02-02,"A.S. A CORUÑA E CEE","189","2.442","7,74%"
2021-02-02,"A.S. FERROL","88","908","9,69%"
2021-02-02,"A.S. LUGO, A MARIÑA E MONFORTE","84","1.248","6,73%"
2021-02-02,"A.S. OURENSE, VERÍN E O BARCO","104","1.435","7,25%"
2021-02-02,"A.S. PONTEVEDRA E O SALNÉS","116","1.239","9,36%"
2021-02-02,"A.S. SANTIAGO E BARBANZA","125","3.665","3,41%"
2021-02-02,"A.S. VIGO","228","2.643","8,63%"
2021-02-02,"GALICIA","934","13.580","6,88%"
2021-02-03,"A.S. A CORUÑA E CEE","245","2.692","9,1%"
2021-02-03,"A.S. FERROL","83","905","9,17%"
2021-02-03,"A.S. LUGO, A MARIÑA E MONFORTE","96","1.460","6,58%"
2021-02-03,"A.S. OURENSE, VERÍN E O BARCO","74","875","8,46%"
2021-02-03,"A.S. PONTEVEDRA E O SALNÉS","79","931","8,49%"
2021-02-03,"A.S. SANTIAGO E BARBANZA","175","2.051","8,53%"
2021-02-03,"A.S. VIGO","197","2.599","7,58%"
2021-02-03,"GALICIA","949","11.513","8,24%"
2021-02-04,"A.S. A CORUÑA E CEE","200","2.945","6,79%"
2021-02-04,"A.S. FERROL","61","847","7,2%"
2021-02-04,"A.S. LUGO, A MARIÑA E MONFORTE","57","952","5,99%"
2021-02-04,"A.S. OURENSE, VERÍN E O BARCO","94","1.139","8,25%"
2021-02-04,"A.S. PONTEVEDRA E O SALNÉS","157","1.466","10,71%"
2021-02-04,"A.S. SANTIAGO E BARBANZA","123","2.019","6,09%"
2021-02-04,"A.S. VIGO","115","1.800","6,39%"
2021-02-04,"GALICIA","807","11.168","7,23%"
2021-02-05,"A.S. A CORUÑA E CEE","175","2.620","6,68%"
2021-02-05,"A.S. FERROL","96","914","10,5%"
2021-02-05,"A.S. LUGO, A MARIÑA E MONFORTE","79","1.316","6%"
2021-02-05,"A.S. OURENSE, VERÍN E O BARCO","65","1.213","5,36%"
2021-02-05,"A.S. PONTEVEDRA E O SALNÉS","103","1.164","8,85%"
2021-02-05,"A.S. SANTIAGO E BARBANZA","99","2.231","4,44%"
2021-02-05,"A.S. VIGO","83","2.012","4,13%"
2021-02-05,"GALICIA","700","11.470","6,1%"
2021-02-06,"A.S. A CORUÑA E CEE","236","2.044","11,55%"
2021-02-06,"A.S. FERROL","45","592","7,6%"
2021-02-06,"A.S. LUGO, A MARIÑA E MONFORTE","80","1.478","5,41%"
2021-02-06,"A.S. OURENSE, VERÍN E O BARCO","60","1.096","5,47%"
2021-02-06,"A.S. PONTEVEDRA E O SALNÉS","76","915","8,31%"
2021-02-06,"A.S. SANTIAGO E BARBANZA","101","1.836","5,5%"
2021-02-06,"A.S. VIGO","82","2.985","2,75%"
2021-02-06,"GALICIA","680","10.946","6,21%"
2021-02-07,"A.S. A CORUÑA E CEE","164","2.391","6,86%"
2021-02-07,"A.S. FERROL","37","685","5,4%"
2021-02-07,"A.S. LUGO, A MARIÑA E MONFORTE","62","1.065","5,82%"
2021-02-07,"A.S. OURENSE, VERÍN E O BARCO","29","2.045","1,42%"
2021-02-07,"A.S. PONTEVEDRA E O SALNÉS","60","750","8%"
2021-02-07,"A.S. SANTIAGO E BARBANZA","52","2.199","2,36%"
2021-02-07,"A.S. VIGO","80","2.076","3,85%"
2021-02-07,"GALICIA","484","11.211","4,32%"
2021-02-08,"A.S. A CORUÑA E CEE","139","1.691","8,22%"
2021-02-08,"A.S. FERROL","44","671","6,56%"
2021-02-08,"A.S. LUGO, A MARIÑA E MONFORTE","30","1.010","2,97%"
2021-02-08,"A.S. OURENSE, VERÍN E O BARCO","29","1.859","1,56%"
2021-02-08,"A.S. PONTEVEDRA E O SALNÉS","68","899","7,56%"
2021-02-08,"A.S. SANTIAGO E BARBANZA","34","1.165","2,92%"
2021-02-08,"A.S. VIGO","93","3.757","2,48%"
2021-02-08,"GALICIA","437","11.052","3,95%"
2021-02-09,"A.S. A CORUÑA E CEE","174","2.697","6,45%"
2021-02-09,"A.S. FERROL","41","539","7,61%"
2021-02-09,"A.S. LUGO, A MARIÑA E MONFORTE","49","924","5,3%"
2021-02-09,"A.S. OURENSE, VERÍN E O BARCO","67","1.698","3,95%"
2021-02-09,"A.S. PONTEVEDRA E O SALNÉS","65","869","7,48%"
2021-02-09,"A.S. SANTIAGO E BARBANZA","79","1.683","4,69%"
2021-02-09,"A.S. VIGO","99","3.689","2,68%"
2021-02-09,"GALICIA","574","12.099","4,74%"
2021-02-10,"A.S. A CORUÑA E CEE","238","2.478","9,6%"
2021-02-10,"A.S. FERROL","56","777","7,21%"
2021-02-10,"A.S. LUGO, A MARIÑA E MONFORTE","71","1.188","5,98%"
2021-02-10,"A.S. OURENSE, VERÍN E O BARCO","40","1.973","2,03%"
2021-02-10,"A.S. PONTEVEDRA E O SALNÉS","64","1.256","5,1%"
2021-02-10,"A.S. SANTIAGO E BARBANZA","48","1.068","4,49%"
2021-02-10,"A.S. VIGO","110","3.671","3%"
2021-02-10,"GALICIA","627","12.411","5,05%"
2021-02-11,"A.S. A CORUÑA E CEE","178","2.300","7,74%"
2021-02-11,"A.S. FERROL","44","580","7,59%"
2021-02-11,"A.S. LUGO, A MARIÑA E MONFORTE","46","1.232","3,73%"
2021-02-11,"A.S. OURENSE, VERÍN E O BARCO","32","856","3,74%"
2021-02-11,"A.S. PONTEVEDRA E O SALNÉS","52","839","6,2%"
2021-02-11,"A.S. SANTIAGO E BARBANZA","44","1.182","3,72%"
2021-02-11,"A.S. VIGO","74","1.777","4,16%"
2021-02-11,"GALICIA","470","8.766","5,36%"
2021-02-12,"A.S. A CORUÑA E CEE","105","1.088","9,65%"
2021-02-12,"A.S. FERROL","49","519","9,44%"
2021-02-12,"A.S. LUGO, A MARIÑA E MONFORTE","66","1.637","4,03%"
2021-02-12,"A.S. OURENSE, VERÍN E O BARCO","28","582","4,81%"
2021-02-12,"A.S. PONTEVEDRA E O SALNÉS","68","781","8,71%"
2021-02-12,"A.S. SANTIAGO E BARBANZA","44","1.200","3,67%"
2021-02-12,"A.S. VIGO","50","1.299","3,85%"
2021-02-12,"GALICIA","410","7.106","5,77%"
2021-02-13,"A.S. A CORUÑA E CEE","86","1.045","8,23%"
2021-02-13,"A.S. FERROL","37","502","7,37%"
2021-02-13,"A.S. LUGO, A MARIÑA E MONFORTE","22","715","3,08%"
2021-02-13,"A.S. OURENSE, VERÍN E O BARCO","33","774","4,26%"
2021-02-13,"A.S. PONTEVEDRA E O SALNÉS","32","754","4,24%"
2021-02-13,"A.S. SANTIAGO E BARBANZA","26","996","2,61%"
2021-02-13,"A.S. VIGO","72","2.237","3,22%"
2021-02-13,"GALICIA","308","7.023","4,39%"
2021-02-14,"A.S. A CORUÑA E CEE","95","1.008","9,42%"
2021-02-14,"A.S. FERROL","21","557","3,77%"
2021-02-14,"A.S. LUGO, A MARIÑA E MONFORTE","48","687","6,99%"
2021-02-14,"A.S. OURENSE, VERÍN E O BARCO","21","529","3,97%"
2021-02-14,"A.S. PONTEVEDRA E O SALNÉS","42","618","6,8%"
2021-02-14,"A.S. SANTIAGO E BARBANZA","16","963","1,66%"
2021-02-14,"A.S. VIGO","64","1.587","4,03%"
2021-02-14,"GALICIA","307","5.949","5,16%"
2021-02-15,"A.S. A CORUÑA E CEE","85","871","9,76%"
2021-02-15,"A.S. FERROL","28","677","4,14%"
2021-02-15,"A.S. LUGO, A MARIÑA E MONFORTE","25","734","3,41%"
2021-02-15,"A.S. OURENSE, VERÍN E O BARCO","13","506","2,57%"
2021-02-15,"A.S. PONTEVEDRA E O SALNÉS","27","551","4,9%"
2021-02-15,"A.S. SANTIAGO E BARBANZA","32","913","3,5%"
2021-02-15,"A.S. VIGO","79","1.474","5,36%"
2021-02-15,"GALICIA","289","5.726","5,05%"
2021-02-16,"A.S. A CORUÑA E CEE","75","1.333","5,63%"
2021-02-16,"A.S. FERROL","38","772","4,92%"
2021-02-16,"A.S. LUGO, A MARIÑA E MONFORTE","37","617","6%"
2021-02-16,"A.S. OURENSE, VERÍN E O BARCO","17","452","3,76%"
2021-02-16,"A.S. PONTEVEDRA E O SALNÉS","35","777","4,5%"
2021-02-16,"A.S. SANTIAGO E BARBANZA","43","967","4,45%"
2021-02-16,"A.S. VIGO","35","1.693","2,07%"
2021-02-16,"GALICIA","280","6.611","4,24%"
2021-02-17,"A.S. A CORUÑA E CEE","94","1.275","7,37%"
2021-02-17,"A.S. FERROL","35","561","6,24%"
2021-02-17,"A.S. LUGO, A MARIÑA E MONFORTE","30","689","4,35%"
2021-02-17,"A.S. OURENSE, VERÍN E O BARCO","16","1.195","1,34%"
2021-02-17,"A.S. PONTEVEDRA E O SALNÉS","45","728","6,18%"
2021-02-17,"A.S. SANTIAGO E BARBANZA","25","930","2,69%"
2021-02-17,"A.S. VIGO","50","1.790","2,79%"
2021-02-17,"GALICIA","295","7.168","4,12%"
2021-02-18,"A.S. A CORUÑA E CEE","56","1.413","3,96%"
2021-02-18,"A.S. FERROL","24","522","4,6%"
2021-02-18,"A.S. LUGO, A MARIÑA E MONFORTE","31","1.031","3,01%"
2021-02-18,"A.S. OURENSE, VERÍN E O BARCO","19","957","1,99%"
2021-02-18,"A.S. PONTEVEDRA E O SALNÉS","52","472","11,02%"
2021-02-18,"A.S. SANTIAGO E BARBANZA","22","1.436","1,53%"
2021-02-18,"A.S. VIGO","62","1.446","4,29%"
2021-02-18,"GALICIA","266","7.277","3,66%"
2021-02-19,"A.S. A CORUÑA E CEE","82","1.738","4,72%"
2021-02-19,"A.S. FERROL","42","640","6,56%"
2021-02-19,"A.S. LUGO, A MARIÑA E MONFORTE","26","847","3,07%"
2021-02-19,"A.S. OURENSE, VERÍN E O BARCO","20","351","5,7%"
2021-02-19,"A.S. PONTEVEDRA E O SALNÉS","31","491","6,31%"
2021-02-19,"A.S. SANTIAGO E BARBANZA","41","1.048","3,91%"
2021-02-19,"A.S. VIGO","53","1.929","2,75%"
2021-02-19,"GALICIA","295","7.044","4,19%"
2021-02-20,"A.S. A CORUÑA E CEE","34","2.052","1,66%"
2021-02-20,"A.S. FERROL","33","459","7,19%"
2021-02-20,"A.S. LUGO, A MARIÑA E MONFORTE","25","781","3,2%"
2021-02-20,"A.S. OURENSE, VERÍN E O BARCO","17","549","3,1%"
2021-02-20,"A.S. PONTEVEDRA E O SALNÉS","28","769","3,64%"
2021-02-20,"A.S. SANTIAGO E BARBANZA","21","611","3,44%"
2021-02-20,"A.S. VIGO","38","1.572","2,42%"
2021-02-20,"GALICIA","196","6.793","2,89%"
2021-02-21,"A.S. A CORUÑA E CEE","75","1.733","4,33%"
2021-02-21,"A.S. FERROL","13","301","4,32%"
2021-02-21,"A.S. LUGO, A MARIÑA E MONFORTE","30","599","5,01%"
2021-02-21,"A.S. OURENSE, VERÍN E O BARCO","7","346","2,02%"
2021-02-21,"A.S. PONTEVEDRA E O SALNÉS","26","454","5,73%"
2021-02-21,"A.S. SANTIAGO E BARBANZA","22","709","3,1%"
2021-02-21,"A.S. VIGO","15","2.518","0,6%"
2021-02-21,"GALICIA","188","6.660","2,82%"
2021-02-22,"A.S. A CORUÑA E CEE","59","1.392","4,24%"
2021-02-22,"A.S. FERROL","22","358","6,15%"
2021-02-22,"A.S. LUGO, A MARIÑA E MONFORTE","31","872","3,56%"
2021-02-22,"A.S. OURENSE, VERÍN E O BARCO","10","453","2,21%"
2021-02-22,"A.S. PONTEVEDRA E O SALNÉS","19","389","4,88%"
2021-02-22,"A.S. SANTIAGO E BARBANZA","22","702","3,13%"
2021-02-22,"A.S. VIGO","49","1.205","4,07%"
2021-02-22,"GALICIA","212","5.371","3,95%"
2021-02-23,"A.S. A CORUÑA E CEE","56","1.312","4,27%"
2021-02-23,"A.S. FERROL","9","290","3,1%"
2021-02-23,"A.S. LUGO, A MARIÑA E MONFORTE","19","942","2,02%"
2021-02-23,"A.S. OURENSE, VERÍN E O BARCO","5","324","1,54%"
2021-02-23,"A.S. PONTEVEDRA E O SALNÉS","25","587","4,26%"
2021-02-23,"A.S. SANTIAGO E BARBANZA","34","1.015","3,35%"
2021-02-23,"A.S. VIGO","62","1.153","5,38%"
2021-02-23,"GALICIA","210","5.623","3,73%"
2021-02-24,"A.S. A CORUÑA E CEE","60","1.575","3,81%"
2021-02-24,"A.S. FERROL","21","507","4,14%"
2021-02-24,"A.S. LUGO, A MARIÑA E MONFORTE","18","954","1,89%"
2021-02-24,"A.S. OURENSE, VERÍN E O BARCO","13","484","2,69%"
2021-02-24,"A.S. PONTEVEDRA E O SALNÉS","33","547","6,03%"
2021-02-24,"A.S. SANTIAGO E BARBANZA","21","692","3,03%"
2021-02-24,"A.S. VIGO","40","1.221","3,28%"
2021-02-24,"GALICIA","206","5.980","3,44%"
2021-02-25,"A.S. A CORUÑA E CEE","74","1.518","4,87%"
2021-02-25,"A.S. FERROL","10","551","1,81%"
2021-02-25,"A.S. LUGO, A MARIÑA E MONFORTE","17","792","2,15%"
2021-02-25,"A.S. OURENSE, VERÍN E O BARCO","15","414","3,62%"
2021-02-25,"A.S. PONTEVEDRA E O SALNÉS","39","559","6,98%"
2021-02-25,"A.S. SANTIAGO E BARBANZA","22","764","2,88%"
2021-02-25,"A.S. VIGO","60","1.072","5,6%"
2021-02-25,"GALICIA","237","5.670","4,18%"
2021-02-26,"A.S. A CORUÑA E CEE","80","1.221","6,55%"
2021-02-26,"A.S. FERROL","8","534","1,5%"
2021-02-26,"A.S. LUGO, A MARIÑA E MONFORTE","14","683","2,05%"
2021-02-26,"A.S. OURENSE, VERÍN E O BARCO","10","587","1,7%"
2021-02-26,"A.S. PONTEVEDRA E O SALNÉS","22","805","2,73%"
2021-02-26,"A.S. SANTIAGO E BARBANZA","8","574","1,39%"
2021-02-26,"A.S. VIGO","29","893","3,25%"
2021-02-26,"GALICIA","171","5.297","3,23%"
2021-02-27,"A.S. A CORUÑA E CEE","56","1.233","4,54%"
2021-02-27,"A.S. FERROL","9","511","1,76%"
2021-02-27,"A.S. LUGO, A MARIÑA E MONFORTE","8","720","1,11%"
2021-02-27,"A.S. OURENSE, VERÍN E O BARCO","7","875","0,8%"
2021-02-27,"A.S. PONTEVEDRA E O SALNÉS","33","623","5,3%"
2021-02-27,"A.S. SANTIAGO E BARBANZA","12","589","2,04%"
2021-02-27,"A.S. VIGO","50","1.319","3,79%"
2021-02-27,"GALICIA","175","5.870","2,98%"
2021-02-28,"A.S. A CORUÑA E CEE","8","1.429","0,56%"
2021-02-28,"A.S. FERROL","3","447","0,67%"
2021-02-28,"A.S. LUGO, A MARIÑA E MONFORTE","6","442","1,36%"
2021-02-28,"A.S. OURENSE, VERÍN E O BARCO","4","238","1,68%"
2021-02-28,"A.S. PONTEVEDRA E O SALNÉS","20","372","5,38%"
2021-02-28,"A.S. SANTIAGO E BARBANZA","10","756","1,32%"
2021-02-28,"A.S. VIGO","23","431","5,34%"
2021-02-28,"GALICIA","74","4.115","1,8%"
2021-03-01,"A.S. A CORUÑA E CEE","13","1.705","0,76%"
2021-03-01,"A.S. FERROL","8","594","1,35%"
2021-03-01,"A.S. LUGO, A MARIÑA E MONFORTE","5","444","1,13%"
2021-03-01,"A.S. OURENSE, VERÍN E O BARCO","9","455","1,98%"
2021-03-01,"A.S. PONTEVEDRA E O SALNÉS","5","383","1,31%"
2021-03-01,"A.S. SANTIAGO E BARBANZA","6","368","1,63%"
2021-03-01,"A.S. VIGO","22","1.273","1,73%"
2021-03-01,"GALICIA","68","5.222","1,3%"
2021-03-02,"A.S. A CORUÑA E CEE","66","2.007","3,29%"
2021-03-02,"A.S. FERROL","12","604","1,99%"
2021-03-02,"A.S. LUGO, A MARIÑA E MONFORTE","7","780","0,9%"
2021-03-02,"A.S. OURENSE, VERÍN E O BARCO","23","426","5,4%"
2021-03-02,"A.S. PONTEVEDRA E O SALNÉS","13","891","1,46%"
2021-03-02,"A.S. SANTIAGO E BARBANZA","10","774","1,29%"
2021-03-02,"A.S. VIGO","30","2.201","1,36%"
2021-03-02,"GALICIA","161","7.683","2,1%"
2021-03-03,"A.S. A CORUÑA E CEE","80","1.933","4,14%"
2021-03-03,"A.S. FERROL","8","540","1,48%"
2021-03-03,"A.S. LUGO, A MARIÑA E MONFORTE","13","474","2,74%"
2021-03-03,"A.S. OURENSE, VERÍN E O BARCO","8","272","2,94%"
2021-03-03,"A.S. PONTEVEDRA E O SALNÉS","15","565","2,65%"
2021-03-03,"A.S. SANTIAGO E BARBANZA","9","550","1,64%"
2021-03-03,"A.S. VIGO","31","3.036","1,02%"
2021-03-03,"GALICIA","164","7.370","2,23%"
2021-03-04,"A.S. A CORUÑA E CEE","54","2.356","2,29%"
2021-03-04,"A.S. FERROL","6","717","0,84%"
2021-03-04,"A.S. LUGO, A MARIÑA E MONFORTE","12","554","2,17%"
2021-03-04,"A.S. OURENSE, VERÍN E O BARCO","7","924","0,76%"
2021-03-04,"A.S. PONTEVEDRA E O SALNÉS","12","947","1,27%"
2021-03-04,"A.S. SANTIAGO E BARBANZA","20","438","4,57%"
2021-03-04,"A.S. VIGO","27","1.979","1,36%"
2021-03-04,"GALICIA","138","7.915","1,74%"
2021-03-05,"A.S. A CORUÑA E CEE","46","2.287","2,01%"
2021-03-05,"A.S. FERROL","15","546","2,75%"
2021-03-05,"A.S. LUGO, A MARIÑA E MONFORTE","17","527","3,23%"
2021-03-05,"A.S. OURENSE, VERÍN E O BARCO","10","380","2,63%"
2021-03-05,"A.S. PONTEVEDRA E O SALNÉS","12","843","1,42%"
2021-03-05,"A.S. SANTIAGO E BARBANZA","16","684","2,34%"
2021-03-05,"A.S. VIGO","17","1.425","1,19%"
2021-03-05,"GALICIA","133","6.692","1,99%"
2021-03-06,"A.S. A CORUÑA E CEE","46","1.811","2,54%"
2021-03-06,"A.S. FERROL","8","380","2,11%"
2021-03-06,"A.S. LUGO, A MARIÑA E MONFORTE","3","525","0,57%"
2021-03-06,"A.S. OURENSE, VERÍN E O BARCO","10","961","1,04%"
2021-03-06,"A.S. PONTEVEDRA E O SALNÉS","1","718","0,14%"
2021-03-06,"A.S. SANTIAGO E BARBANZA","15","1.759","0,85%"
2021-03-06,"A.S. VIGO","24","940","2,55%"
2021-03-06,"GALICIA","107","7.094","1,51%"
2021-03-07,"A.S. A CORUÑA E CEE","31","1.596","1,94%"
2021-03-07,"A.S. FERROL","5","237","2,11%"
2021-03-07,"A.S. LUGO, A MARIÑA E MONFORTE","7","290","2,41%"
2021-03-07,"A.S. OURENSE, VERÍN E O BARCO","1","235","0,43%"
2021-03-07,"A.S. PONTEVEDRA E O SALNÉS","5","284","1,76%"
2021-03-07,"A.S. SANTIAGO E BARBANZA","7","757","0,92%"
2021-03-07,"A.S. VIGO","12","1.630","0,74%"
2021-03-07,"GALICIA","68","5.029","1,35%"
2021-03-08,"A.S. A CORUÑA E CEE","67","2.414","2,78%"
2021-03-08,"A.S. FERROL","11","342","3,22%"
2021-03-08,"A.S. LUGO, A MARIÑA E MONFORTE","11","392","2,81%"
2021-03-08,"A.S. OURENSE, VERÍN E O BARCO","4","269","1,49%"
2021-03-08,"A.S. PONTEVEDRA E O SALNÉS","8","525","1,52%"
2021-03-08,"A.S. SANTIAGO E BARBANZA","10","473","2,11%"
2021-03-08,"A.S. VIGO","29","1.765","1,64%"
2021-03-08,"GALICIA","140","6.180","2,27%"
2021-03-09,"A.S. A CORUÑA E CEE","46","1.689","2,72%"
2021-03-09,"A.S. FERROL","14","388","3,61%"
2021-03-09,"A.S. LUGO, A MARIÑA E MONFORTE","10","483","2,07%"
2021-03-09,"A.S. OURENSE, VERÍN E O BARCO","7","502","1,39%"
2021-03-09,"A.S. PONTEVEDRA E O SALNÉS","14","993","1,41%"
2021-03-09,"A.S. SANTIAGO E BARBANZA","9","716","1,26%"
2021-03-09,"A.S. VIGO","19","2.325","0,82%"
2021-03-09,"GALICIA","119","7.096","1,68%"
2021-03-10,"A.S. A CORUÑA E CEE","48","1.693","2,84%"
2021-03-10,"A.S. FERROL","4","230","1,74%"
2021-03-10,"A.S. LUGO, A MARIÑA E MONFORTE","8","669","1,2%"
2021-03-10,"A.S. OURENSE, VERÍN E O BARCO","4","280","1,43%"
2021-03-10,"A.S. PONTEVEDRA E O SALNÉS","16","811","1,97%"
2021-03-10,"A.S. SANTIAGO E BARBANZA","10","484","2,07%"
2021-03-10,"A.S. VIGO","33","1.979","1,67%"
2021-03-10,"GALICIA","123","6.146","2%"
2021-03-11,"A.S. A CORUÑA E CEE","42","1.527","2,75%"
2021-03-11,"A.S. FERROL","20","464","4,31%"
2021-03-11,"A.S. LUGO, A MARIÑA E MONFORTE","16","880","1,82%"
2021-03-11,"A.S. OURENSE, VERÍN E O BARCO","6","412","1,46%"
2021-03-11,"A.S. PONTEVEDRA E O SALNÉS","14","1.089","1,29%"
2021-03-11,"A.S. SANTIAGO E BARBANZA","21","426","4,93%"
2021-03-11,"A.S. VIGO","33","1.477","2,23%"
2021-03-11,"GALICIA","152","6.275","2,42%"
2021-03-12,"A.S. A CORUÑA E CEE","39","1.446","2,7%"
2021-03-12,"A.S. FERROL","14","303","4,62%"
2021-03-12,"A.S. LUGO, A MARIÑA E MONFORTE","15","596","2,52%"
2021-03-12,"A.S. OURENSE, VERÍN E O BARCO","4","478","0,84%"
2021-03-12,"A.S. PONTEVEDRA E O SALNÉS","5","715","0,7%"
2021-03-12,"A.S. SANTIAGO E BARBANZA","28","747","3,75%"
2021-03-12,"A.S. VIGO","21","1.331","1,58%"
2021-03-12,"GALICIA","126","5.616","2,24%"
2021-03-13,"A.S. A CORUÑA E CEE","39","1.414","2,76%"
2021-03-13,"A.S. FERROL","14","222","6,31%"
2021-03-13,"A.S. LUGO, A MARIÑA E MONFORTE","6","667","0,9%"
2021-03-13,"A.S. OURENSE, VERÍN E O BARCO","11","827","1,33%"
2021-03-13,"A.S. PONTEVEDRA E O SALNÉS","5","626","0,8%"
2021-03-13,"A.S. SANTIAGO E BARBANZA","5","622","0,8%"
2021-03-13,"A.S. VIGO","17","1.303","1,3%"
2021-03-13,"GALICIA","97","5.681","1,71%"
2021-03-14,"A.S. A CORUÑA E CEE","49","1.466","3,34%"
2021-03-14,"A.S. FERROL","12","286","4,2%"
2021-03-14,"A.S. LUGO, A MARIÑA E MONFORTE","11","870","1,26%"
2021-03-14,"A.S. OURENSE, VERÍN E O BARCO","4","234","1,71%"
2021-03-14,"A.S. PONTEVEDRA E O SALNÉS","5","259","1,93%"
2021-03-14,"A.S. SANTIAGO E BARBANZA","4","561","0,71%"
2021-03-14,"A.S. VIGO","9","866","1,04%"
2021-03-14,"GALICIA","94","4.542","2,07%"
2021-03-15,"A.S. A CORUÑA E CEE","34","1.556","2,19%"
2021-03-15,"A.S. FERROL","3","376","0,8%"
2021-03-15,"A.S. LUGO, A MARIÑA E MONFORTE","9","690","1,3%"
2021-03-15,"A.S. OURENSE, VERÍN E O BARCO","5","463","1,08%"
2021-03-15,"A.S. PONTEVEDRA E O SALNÉS","2","676","0,3%"
