Fecha,Area_Sanitaria,Casos_Abiertos,Pruebas_PCR_Realizadas,Porcentaje_Infecciones
2021-03-24,"A.S. LUGO, A MARIÑA E MONFORTE","4","508","0,79%"
2021-03-24,"A.S. OURENSE, VERÍN E O BARCO","6","256","2,34%"
2021-03-24,"A.S. PONTEVEDRA E O SALNÉS","21","674","3,12%"
2021-03-24,"A.S. SANTIAGO E BARBANZA","7","494","1,42%"
2021-03-24,"A.S. VIGO","27","1.451","1,86%"
2021-03-24,"GALICIA","119","5.407","2,2%"
2021-03-25,"A.S. A CORUÑA E CEE","35","1.615","2,17%"
2021-03-25,"A.S. FERROL","5","302","1,66%"
2021-03-25,"A.S. LUGO, A MARIÑA E MONFORTE","9","845","1,07%"
2021-03-25,"A.S. OURENSE, VERÍN E O BARCO","3","698","0,43%"
2021-03-25,"A.S. PONTEVEDRA E O SALNÉS","3","820","0,37%"
2021-03-25,"A.S. SANTIAGO E BARBANZA","9","578","1,56%"
2021-03-25,"A.S. VIGO","36","857","4,2%"
2021-03-25,"GALICIA","100","5.715","1,75%"
2021-03-26,"A.S. A CORUÑA E CEE","32","1.724","1,86%"
2021-03-26,"A.S. FERROL","8","457","1,75%"
2021-03-26,"A.S. LUGO, A MARIÑA E MONFORTE","12","907","1,32%"
2021-03-26,"A.S. OURENSE, VERÍN E O BARCO","3","478","0,63%"
2021-03-26,"A.S. PONTEVEDRA E O SALNÉS","9","627","1,44%"
2021-03-26,"A.S. SANTIAGO E BARBANZA","8","503","1,59%"
2021-03-26,"A.S. VIGO","44","1.434","3,07%"
2021-03-26,"GALICIA","116","6.130","1,89%"
2021-03-27,"A.S. A CORUÑA E CEE","28","1.677","1,67%"
2021-03-27,"A.S. FERROL","4","300","1,33%"
2021-03-27,"A.S. LUGO, A MARIÑA E MONFORTE","9","508","1,77%"
2021-03-27,"A.S. OURENSE, VERÍN E O BARCO","3","593","0,51%"
2021-03-27,"A.S. PONTEVEDRA E O SALNÉS","12","543","2,21%"
2021-03-27,"A.S. SANTIAGO E BARBANZA","19","657","2,89%"
2021-03-27,"A.S. VIGO","28","1.274","2,2%"
2021-03-27,"GALICIA","103","5.552","1,86%"
2021-03-28,"A.S. A CORUÑA E CEE","26","1.542","1,69%"
2021-03-28,"A.S. FERROL","2","180","1,11%"
2021-03-28,"A.S. LUGO, A MARIÑA E MONFORTE","10","284","3,52%"
2021-03-28,"A.S. OURENSE, VERÍN E O BARCO","7","856","0,82%"
2021-03-28,"A.S. PONTEVEDRA E O SALNÉS","11","364","3,02%"
2021-03-28,"A.S. SANTIAGO E BARBANZA","15","428","3,5%"
2021-03-28,"A.S. VIGO","30","1.121","2,68%"
2021-03-28,"GALICIA","101","4.775","2,12%"
2021-03-29,"A.S. A CORUÑA E CEE","28","823","3,4%"
2021-03-29,"A.S. FERROL","2","236","0,85%"
2021-03-29,"A.S. LUGO, A MARIÑA E MONFORTE","7","392","1,79%"
2021-03-29,"A.S. OURENSE, VERÍN E O BARCO","10","329","3,04%"
2021-03-29,"A.S. PONTEVEDRA E O SALNÉS","7","271","2,58%"
2021-03-29,"A.S. SANTIAGO E BARBANZA","14","469","2,99%"
2021-03-29,"A.S. VIGO","17","2.209","0,77%"
2021-03-29,"GALICIA","85","4.729","1,8%"
2021-03-30,"A.S. A CORUÑA E CEE","30","1.197","2,51%"
2021-03-30,"A.S. FERROL","3","301","1%"
2021-03-30,"A.S. LUGO, A MARIÑA E MONFORTE","5","603","0,83%"
2021-03-30,"A.S. OURENSE, VERÍN E O BARCO","7","325","2,15%"
2021-03-30,"A.S. PONTEVEDRA E O SALNÉS","17","705","2,41%"
2021-03-30,"A.S. SANTIAGO E BARBANZA","21","571","3,68%"
2021-03-30,"A.S. VIGO","60","1.424","4,21%"
2021-03-30,"GALICIA","143","5.126","2,79%"
2021-03-31,"A.S. A CORUÑA E CEE","35","1.647","2,13%"
2021-03-31,"A.S. FERROL","4","316","1,27%"
2021-03-31,"A.S. LUGO, A MARIÑA E MONFORTE","16","397","4,03%"
2021-03-31,"A.S. OURENSE, VERÍN E O BARCO","10","343","2,92%"
2021-03-31,"A.S. PONTEVEDRA E O SALNÉS","14","1.121","1,25%"
2021-03-31,"A.S. SANTIAGO E BARBANZA","14","518","2,7%"
2021-03-31,"A.S. VIGO","39","1.747","2,23%"
2021-03-31,"GALICIA","132","6.089","2,17%"
2021-04-01,"A.S. A CORUÑA E CEE","22","1.343","1,64%"
2021-04-01,"A.S. FERROL","3","87","3,45%"
2021-04-01,"A.S. LUGO, A MARIÑA E MONFORTE","10","268","3,73%"
2021-04-01,"A.S. OURENSE, VERÍN E O BARCO","8","617","1,3%"
2021-04-01,"A.S. PONTEVEDRA E O SALNÉS","18","822","2,19%"
2021-04-01,"A.S. SANTIAGO E BARBANZA","19","375","5,07%"
2021-04-01,"A.S. VIGO","32","744","4,3%"
2021-04-01,"GALICIA","112","4.256","2,63%"
2021-04-02,"A.S. A CORUÑA E CEE","9","929","0,97%"
2021-04-02,"A.S. FERROL","0","105","0%"
2021-04-02,"A.S. LUGO, A MARIÑA E MONFORTE","7","158","4,43%"
2021-04-02,"A.S. OURENSE, VERÍN E O BARCO","7","280","2,5%"
2021-04-02,"A.S. PONTEVEDRA E O SALNÉS","12","118","10,17%"
2021-04-02,"A.S. SANTIAGO E BARBANZA","23","530","4,34%"
2021-04-02,"A.S. VIGO","17","570","2,98%"
2021-04-02,"GALICIA","75","2.690","2,79%"
2021-04-03,"A.S. A CORUÑA E CEE","23","934","2,46%"
2021-04-03,"A.S. FERROL","3","143","2,1%"
2021-04-03,"A.S. LUGO, A MARIÑA E MONFORTE","3","267","1,12%"
2021-04-03,"A.S. OURENSE, VERÍN E O BARCO","7","217","3,23%"
2021-04-03,"A.S. PONTEVEDRA E O SALNÉS","5","192","2,6%"
2021-04-03,"A.S. SANTIAGO E BARBANZA","12","879","1,37%"
2021-04-03,"A.S. VIGO","9","508","1,77%"
2021-04-03,"GALICIA","62","3.140","1,97%"
2021-04-04,"A.S. A CORUÑA E CEE","24","1.550","1,55%"
2021-04-04,"A.S. FERROL","6","226","2,65%"
2021-04-04,"A.S. LUGO, A MARIÑA E MONFORTE","6","229","2,62%"
2021-04-04,"A.S. OURENSE, VERÍN E O BARCO","7","229","3,06%"
2021-04-04,"A.S. PONTEVEDRA E O SALNÉS","38","247","15,38%"
2021-04-04,"A.S. SANTIAGO E BARBANZA","32","764","4,19%"
2021-04-04,"A.S. VIGO","26","573","4,54%"
2021-04-04,"GALICIA","139","3.818","3,64%"
2021-04-05,"A.S. A CORUÑA E CEE","27","1.522","1,77%"
2021-04-05,"A.S. FERROL","2","218","0,92%"
2021-04-05,"A.S. LUGO, A MARIÑA E MONFORTE","7","647","1,08%"
2021-04-05,"A.S. OURENSE, VERÍN E O BARCO","7","310","2,26%"
2021-04-05,"A.S. PONTEVEDRA E O SALNÉS","11","415","2,65%"
2021-04-05,"A.S. SANTIAGO E BARBANZA","15","1.128","1,33%"
2021-04-05,"A.S. VIGO","27","785","3,44%"
2021-04-05,"GALICIA","96","5.025","1,91%"
2021-04-06,"A.S. A CORUÑA E CEE","26","1.913","1,36%"
2021-04-06,"A.S. FERROL","2","219","0,91%"
2021-04-06,"A.S. LUGO, A MARIÑA E MONFORTE","5","766","0,65%"
2021-04-06,"A.S. OURENSE, VERÍN E O BARCO","5","442","1,13%"
2021-04-06,"A.S. PONTEVEDRA E O SALNÉS","23","306","7,52%"
2021-04-06,"A.S. SANTIAGO E BARBANZA","12","1.512","0,79%"
2021-04-06,"A.S. VIGO","48","1.505","3,19%"
2021-04-06,"GALICIA","121","6.663","1,82%"
2021-04-07,"A.S. A CORUÑA E CEE","20","1.062","1,88%"
2021-04-07,"A.S. FERROL","3","204","1,47%"
2021-04-07,"A.S. LUGO, A MARIÑA E MONFORTE","11","551","2%"
2021-04-07,"A.S. OURENSE, VERÍN E O BARCO","13","422","3,08%"
2021-04-07,"A.S. PONTEVEDRA E O SALNÉS","23","529","4,35%"
2021-04-07,"A.S. SANTIAGO E BARBANZA","20","1.890","1,06%"
2021-04-07,"A.S. VIGO","32","1.706","1,88%"
2021-04-07,"GALICIA","122","6.364","1,92%"
2021-04-08,"A.S. A CORUÑA E CEE","33","1.209","2,73%"
2021-04-08,"A.S. FERROL","3","147","2,04%"
2021-04-08,"A.S. LUGO, A MARIÑA E MONFORTE","13","611","2,13%"
2021-04-08,"A.S. OURENSE, VERÍN E O BARCO","6","296","2,03%"
2021-04-08,"A.S. PONTEVEDRA E O SALNÉS","18","1.048","1,72%"
2021-04-08,"A.S. SANTIAGO E BARBANZA","22","2.388","0,92%"
2021-04-08,"A.S. VIGO","51","1.517","3,36%"
2021-04-08,"GALICIA","146","7.216","2,02%"
2021-04-09,"A.S. A CORUÑA E CEE","39","1.168","3,34%"
2021-04-09,"A.S. FERROL","3","114","2,63%"
2021-04-09,"A.S. LUGO, A MARIÑA E MONFORTE","9","437","2,06%"
2021-04-09,"A.S. OURENSE, VERÍN E O BARCO","30","486","6,17%"
2021-04-09,"A.S. PONTEVEDRA E O SALNÉS","13","1.029","1,26%"
2021-04-09,"A.S. SANTIAGO E BARBANZA","33","1.803","1,83%"
2021-04-09,"A.S. VIGO","30","1.100","2,73%"
2021-04-09,"GALICIA","157","6.137","2,56%"
2021-04-10,"A.S. A CORUÑA E CEE","40","1.295","3,09%"
2021-04-10,"A.S. FERROL","12","174","6,9%"
2021-04-10,"A.S. LUGO, A MARIÑA E MONFORTE","11","665","1,65%"
2021-04-10,"A.S. OURENSE, VERÍN E O BARCO","12","554","2,17%"
2021-04-10,"A.S. PONTEVEDRA E O SALNÉS","24","1.060","2,26%"
2021-04-10,"A.S. SANTIAGO E BARBANZA","23","822","2,8%"
2021-04-10,"A.S. VIGO","41","1.184","3,46%"
2021-04-10,"GALICIA","163","5.754","2,83%"
2021-04-11,"A.S. A CORUÑA E CEE","22","699","3,15%"
2021-04-11,"A.S. FERROL","6","133","4,51%"
2021-04-11,"A.S. LUGO, A MARIÑA E MONFORTE","7","372","1,88%"
2021-04-11,"A.S. OURENSE, VERÍN E O BARCO","6","538","1,12%"
2021-04-11,"A.S. PONTEVEDRA E O SALNÉS","37","958","3,86%"
2021-04-11,"A.S. SANTIAGO E BARBANZA","16","625","2,56%"
2021-04-11,"A.S. VIGO","14","2.147","0,65%"
2021-04-11,"GALICIA","108","5.472","1,97%"
2021-04-12,"A.S. A CORUÑA E CEE","14","1.369","1,02%"
2021-04-12,"A.S. FERROL","10","472","2,12%"
2021-04-12,"A.S. LUGO, A MARIÑA E MONFORTE","7","740","0,95%"
2021-04-12,"A.S. OURENSE, VERÍN E O BARCO","16","382","4,19%"
2021-04-12,"A.S. PONTEVEDRA E O SALNÉS","13","797","1,63%"
2021-04-12,"A.S. SANTIAGO E BARBANZA","18","781","2,3%"
2021-04-12,"A.S. VIGO","37","753","4,91%"
2021-04-12,"GALICIA","115","5.294","2,17%"
2021-04-13,"A.S. A CORUÑA E CEE","33","1.591","2,07%"
2021-04-13,"A.S. FERROL","3","340","0,88%"
2021-04-13,"A.S. LUGO, A MARIÑA E MONFORTE","17","970","1,75%"
2021-04-13,"A.S. OURENSE, VERÍN E O BARCO","17","826","2,06%"
2021-04-13,"A.S. PONTEVEDRA E O SALNÉS","11","1.113","0,99%"
2021-04-13,"A.S. SANTIAGO E BARBANZA","17","800","2,13%"
2021-04-13,"A.S. VIGO","43","701","6,13%"
2021-04-13,"GALICIA","141","6.341","2,22%"
2021-04-14,"A.S. A CORUÑA E CEE","45","2.165","2,08%"
2021-04-14,"A.S. FERROL","11","462","2,38%"
2021-04-14,"A.S. LUGO, A MARIÑA E MONFORTE","8","900","0,89%"
2021-04-14,"A.S. OURENSE, VERÍN E O BARCO","19","477","3,98%"
2021-04-14,"A.S. PONTEVEDRA E O SALNÉS","43","1.450","2,97%"
2021-04-14,"A.S. SANTIAGO E BARBANZA","31","563","5,51%"
2021-04-14,"A.S. VIGO","54","796","6,78%"
2021-04-14,"GALICIA","211","6.813","3,1%"
2021-04-15,"A.S. A CORUÑA E CEE","32","1.777","1,8%"
2021-04-15,"A.S. FERROL","6","469","1,28%"
2021-04-15,"A.S. LUGO, A MARIÑA E MONFORTE","16","995","1,61%"
2021-04-15,"A.S. OURENSE, VERÍN E O BARCO","9","378","2,38%"
2021-04-15,"A.S. PONTEVEDRA E O SALNÉS","14","1.033","1,36%"
2021-04-15,"A.S. SANTIAGO E BARBANZA","23","1.137","2,02%"
2021-04-15,"A.S. VIGO","53","747","7,1%"
2021-04-15,"GALICIA","153","6.536","2,34%"
2021-04-16,"A.S. A CORUÑA E CEE","40","2.112","1,89%"
2021-04-16,"A.S. FERROL","6","425","1,41%"
2021-04-16,"A.S. LUGO, A MARIÑA E MONFORTE","21","448","4,69%"
2021-04-16,"A.S. OURENSE, VERÍN E O BARCO","8","415","1,93%"
2021-04-16,"A.S. PONTEVEDRA E O SALNÉS","24","984","2,44%"
2021-04-16,"A.S. SANTIAGO E BARBANZA","12","316","3,8%"
2021-04-16,"A.S. VIGO","42","1.180","3,56%"
2021-04-16,"GALICIA","153","5.880","2,6%"
2021-04-17,"A.S. A CORUÑA E CEE","40","1.933","2,07%"
2021-04-17,"A.S. FERROL","3","273","1,1%"
2021-04-17,"A.S. LUGO, A MARIÑA E MONFORTE","16","752","2,13%"
2021-04-17,"A.S. OURENSE, VERÍN E O BARCO","14","601","2,33%"
2021-04-17,"A.S. PONTEVEDRA E O SALNÉS","22","1.071","2,05%"
2021-04-17,"A.S. SANTIAGO E BARBANZA","13","690","1,88%"
2021-04-17,"A.S. VIGO","74","1.235","5,99%"
2021-04-17,"GALICIA","182","6.555","2,78%"
2021-04-18,"A.S. A CORUÑA E CEE","33","2.085","1,58%"
2021-04-18,"A.S. FERROL","4","235","1,7%"
2021-04-18,"A.S. LUGO, A MARIÑA E MONFORTE","4","344","1,16%"
2021-04-18,"A.S. OURENSE, VERÍN E O BARCO","12","2.214","0,54%"
2021-04-18,"A.S. PONTEVEDRA E O SALNÉS","31","1.303","2,38%"
2021-04-18,"A.S. SANTIAGO E BARBANZA","3","406","0,74%"
2021-04-18,"A.S. VIGO","28","644","4,35%"
2021-04-18,"GALICIA","115","7.231","1,59%"
2021-04-19,"A.S. A CORUÑA E CEE","15","1.814","0,83%"
2021-04-19,"A.S. FERROL","2","258","0,78%"
2021-04-19,"A.S. LUGO, A MARIÑA E MONFORTE","7","826","0,85%"
2021-04-19,"A.S. OURENSE, VERÍN E O BARCO","5","325","1,54%"
2021-04-19,"A.S. PONTEVEDRA E O SALNÉS","20","669","2,99%"
2021-04-19,"A.S. SANTIAGO E BARBANZA","12","575","2,09%"
2021-04-19,"A.S. VIGO","29","662","4,38%"
2021-04-19,"GALICIA","90","5.129","1,75%"
2021-04-20,"A.S. A CORUÑA E CEE","39","1.102","3,54%"
2021-04-20,"A.S. FERROL","3","269","1,12%"
2021-04-20,"A.S. LUGO, A MARIÑA E MONFORTE","10","760","1,32%"
2021-04-20,"A.S. OURENSE, VERÍN E O BARCO","24","866","2,77%"
2021-04-20,"A.S. PONTEVEDRA E O SALNÉS","22","1.226","1,79%"
2021-04-20,"A.S. SANTIAGO E BARBANZA","16","720","2,22%"
2021-04-20,"A.S. VIGO","64","2.912","2,2%"
2021-04-20,"GALICIA","178","7.855","2,27%"
2021-04-21,"A.S. A CORUÑA E CEE","46","1.977","2,33%"
2021-04-21,"A.S. FERROL","6","278","2,16%"
2021-04-21,"A.S. LUGO, A MARIÑA E MONFORTE","11","749","1,47%"
2021-04-21,"A.S. OURENSE, VERÍN E O BARCO","15","460","3,26%"
2021-04-21,"A.S. PONTEVEDRA E O SALNÉS","23","640","3,59%"
2021-04-21,"A.S. SANTIAGO E BARBANZA","14","610","2,3%"
2021-04-21,"A.S. VIGO","82","2.182","3,76%"
2021-04-21,"GALICIA","197","6.896","2,86%"
2021-04-22,"A.S. A CORUÑA E CEE","47","1.488","3,16%"
2021-04-22,"A.S. FERROL","3","198","1,52%"
2021-04-22,"A.S. LUGO, A MARIÑA E MONFORTE","9","671","1,34%"
2021-04-22,"A.S. OURENSE, VERÍN E O BARCO","17","419","4,06%"
2021-04-22,"A.S. PONTEVEDRA E O SALNÉS","35","1.375","2,55%"
2021-04-22,"A.S. SANTIAGO E BARBANZA","15","393","3,82%"
2021-04-22,"A.S. VIGO","76","3.682","2,06%"
2021-04-22,"GALICIA","202","8.226","2,46%"
2021-04-23,"A.S. A CORUÑA E CEE","37","1.790","2,07%"
2021-04-23,"A.S. FERROL","12","240","5%"
2021-04-23,"A.S. LUGO, A MARIÑA E MONFORTE","14","716","1,96%"
2021-04-23,"A.S. OURENSE, VERÍN E O BARCO","10","551","1,81%"
2021-04-23,"A.S. PONTEVEDRA E O SALNÉS","22","1.531","1,44%"
2021-04-23,"A.S. SANTIAGO E BARBANZA","27","527","5,12%"
2021-04-23,"A.S. VIGO","65","2.536","2,56%"
2021-04-23,"GALICIA","187","7.891","2,37%"
2021-04-24,"A.S. A CORUÑA E CEE","26","1.588","1,64%"
2021-04-24,"A.S. FERROL","4","210","1,9%"
2021-04-24,"A.S. LUGO, A MARIÑA E MONFORTE","5","493","1,01%"
2021-04-24,"A.S. OURENSE, VERÍN E O BARCO","9","983","0,92%"
2021-04-24,"A.S. PONTEVEDRA E O SALNÉS","27","419","6,44%"
2021-04-24,"A.S. SANTIAGO E BARBANZA","20","752","2,66%"
2021-04-24,"A.S. VIGO","64","3.797","1,69%"
2021-04-24,"GALICIA","155","8.242","1,88%"
2021-04-25,"A.S. A CORUÑA E CEE","39","1.078","3,62%"
2021-04-25,"A.S. FERROL","4","177","2,26%"
2021-04-25,"A.S. LUGO, A MARIÑA E MONFORTE","9","457","1,97%"
2021-04-25,"A.S. OURENSE, VERÍN E O BARCO","11","1.569","0,7%"
2021-04-25,"A.S. PONTEVEDRA E O SALNÉS","20","604","3,31%"
2021-04-25,"A.S. SANTIAGO E BARBANZA","7","479","1,46%"
2021-04-25,"A.S. VIGO","22","2.227","0,99%"
2021-04-25,"GALICIA","112","6.591","1,7%"
2021-04-26,"A.S. A CORUÑA E CEE","14","833","1,68%"
2021-04-26,"A.S. FERROL","2","291","0,69%"
2021-04-26,"A.S. LUGO, A MARIÑA E MONFORTE","13","615","2,11%"
2021-04-26,"A.S. OURENSE, VERÍN E O BARCO","9","353","2,55%"
2021-04-26,"A.S. PONTEVEDRA E O SALNÉS","22","1.248","1,76%"
2021-04-26,"A.S. SANTIAGO E BARBANZA","14","1.323","1,06%"
2021-04-26,"A.S. VIGO","37","2.587","1,43%"
2021-04-26,"GALICIA","111","7.250","1,53%"
2021-04-27,"A.S. A CORUÑA E CEE","45","2.280","1,97%"
2021-04-27,"A.S. FERROL","4","375","1,07%"
2021-04-27,"A.S. LUGO, A MARIÑA E MONFORTE","19","848","2,24%"
2021-04-27,"A.S. OURENSE, VERÍN E O BARCO","21","565","3,72%"
2021-04-27,"A.S. PONTEVEDRA E O SALNÉS","35","1.258","2,78%"
2021-04-27,"A.S. SANTIAGO E BARBANZA","27","709","3,81%"
2021-04-27,"A.S. VIGO","57","2.033","2,8%"
2021-04-27,"GALICIA","208","8.068","2,58%"
2021-04-28,"A.S. A CORUÑA E CEE","36","2.214","1,63%"
2021-04-28,"A.S. FERROL","9","316","2,85%"
2021-04-28,"A.S. LUGO, A MARIÑA E MONFORTE","18","673","2,67%"
2021-04-28,"A.S. OURENSE, VERÍN E O BARCO","15","357","4,2%"
2021-04-28,"A.S. PONTEVEDRA E O SALNÉS","16","1.198","1,34%"
2021-04-28,"A.S. SANTIAGO E BARBANZA","18","584","3,08%"
2021-04-28,"A.S. VIGO","48","2.348","2,04%"
2021-04-28,"GALICIA","160","7.690","2,08%"
2021-04-29,"A.S. A CORUÑA E CEE","42","2.553","1,65%"
2021-04-29,"A.S. FERROL","11","259","4,25%"
2021-04-29,"A.S. LUGO, A MARIÑA E MONFORTE","22","1.111","1,98%"
2021-04-29,"A.S. OURENSE, VERÍN E O BARCO","22","475","4,63%"
2021-04-29,"A.S. PONTEVEDRA E O SALNÉS","39","944","4,13%"
2021-04-29,"A.S. SANTIAGO E BARBANZA","22","795","2,77%"
2021-04-29,"A.S. VIGO","63","2.192","2,87%"
2021-04-29,"GALICIA","221","8.329","2,65%"
2021-04-30,"A.S. A CORUÑA E CEE","23","2.090","1,1%"
2021-04-30,"A.S. FERROL","5","172","2,91%"
2021-04-30,"A.S. LUGO, A MARIÑA E MONFORTE","14","819","1,71%"
2021-04-30,"A.S. OURENSE, VERÍN E O BARCO","7","1.076","0,65%"
2021-04-30,"A.S. PONTEVEDRA E O SALNÉS","11","1.405","0,78%"
2021-04-30,"A.S. SANTIAGO E BARBANZA","18","970","1,86%"
2021-04-30,"A.S. VIGO","29","2.132","1,36%"
2021-04-30,"GALICIA","107","8.664","1,23%"
2021-05-01,"A.S. A CORUÑA E CEE","20","1.359","1,47%"
2021-05-01,"A.S. FERROL","0","178","0%"
2021-05-01,"A.S. LUGO, A MARIÑA E MONFORTE","8","583","1,37%"
2021-05-01,"A.S. OURENSE, VERÍN E O BARCO","11","1.280","0,86%"
2021-05-01,"A.S. PONTEVEDRA E O SALNÉS","25","687","3,64%"
2021-05-01,"A.S. SANTIAGO E BARBANZA","24","1.019","2,36%"
2021-05-01,"A.S. VIGO","31","2.684","1,15%"
2021-05-01,"GALICIA","119","7.790","1,53%"
2021-05-02,"A.S. A CORUÑA E CEE","33","912","3,62%"
2021-05-02,"A.S. FERROL","2","166","1,2%"
2021-05-02,"A.S. LUGO, A MARIÑA E MONFORTE","1","351","0,28%"
2021-05-02,"A.S. OURENSE, VERÍN E O BARCO","4","1.302","0,31%"
2021-05-02,"A.S. PONTEVEDRA E O SALNÉS","18","237","7,59%"
2021-05-02,"A.S. SANTIAGO E BARBANZA","14","802","1,75%"
2021-05-02,"A.S. VIGO","20","1.144","1,75%"
2021-05-02,"GALICIA","92","4.914","1,87%"
2021-05-03,"A.S. A CORUÑA E CEE","21","1.751","1,2%"
2021-05-03,"A.S. FERROL","4","203","1,97%"
2021-05-03,"A.S. LUGO, A MARIÑA E MONFORTE","19","742","2,56%"
2021-05-03,"A.S. OURENSE, VERÍN E O BARCO","10","562","1,78%"
2021-05-03,"A.S. PONTEVEDRA E O SALNÉS","23","1.731","1,33%"
2021-05-03,"A.S. SANTIAGO E BARBANZA","16","695","2,3%"
2021-05-03,"A.S. VIGO","34","1.616","2,1%"
2021-05-03,"GALICIA","127","7.300","1,74%"
2021-05-04,"A.S. A CORUÑA E CEE","31","1.463","2,12%"
2021-05-04,"A.S. FERROL","3","231","1,3%"
2021-05-04,"A.S. LUGO, A MARIÑA E MONFORTE","9","636","1,42%"
2021-05-04,"A.S. OURENSE, VERÍN E O BARCO","20","755","2,65%"
2021-05-04,"A.S. PONTEVEDRA E O SALNÉS","24","1.015","2,36%"
2021-05-04,"A.S. SANTIAGO E BARBANZA","16","592","2,7%"
2021-05-04,"A.S. VIGO","56","1.742","3,21%"
2021-05-04,"GALICIA","159","6.434","2,47%"
2021-05-05,"A.S. A CORUÑA E CEE","45","1.225","3,67%"
2021-05-05,"A.S. FERROL","4","184","2,17%"
2021-05-05,"A.S. LUGO, A MARIÑA E MONFORTE","9","649","1,39%"
2021-05-05,"A.S. OURENSE, VERÍN E O BARCO","12","445","2,7%"
2021-05-05,"A.S. PONTEVEDRA E O SALNÉS","39","1.325","2,94%"
2021-05-05,"A.S. SANTIAGO E BARBANZA","22","627","3,51%"
2021-05-05,"A.S. VIGO","54","1.926","2,8%"
2021-05-05,"GALICIA","185","6.381","2,9%"
2021-05-06,"A.S. A CORUÑA E CEE","38","2.336","1,63%"
2021-05-06,"A.S. FERROL","4","261","1,53%"
2021-05-06,"A.S. LUGO, A MARIÑA E MONFORTE","6","502","1,2%"
2021-05-06,"A.S. OURENSE, VERÍN E O BARCO","13","610","2,13%"
2021-05-06,"A.S. PONTEVEDRA E O SALNÉS","13","253","5,14%"
2021-05-06,"A.S. SANTIAGO E BARBANZA","19","924","2,06%"
2021-05-06,"A.S. VIGO","56","2.196","2,55%"
2021-05-06,"GALICIA","149","7.082","2,1%"
2021-05-07,"A.S. A CORUÑA E CEE","48","1.387","3,46%"
2021-05-07,"A.S. FERROL","4","164","2,44%"
2021-05-07,"A.S. LUGO, A MARIÑA E MONFORTE","8","652","1,23%"
2021-05-07,"A.S. OURENSE, VERÍN E O BARCO","7","480","1,46%"
2021-05-07,"A.S. PONTEVEDRA E O SALNÉS","30","2.199","1,36%"
2021-05-07,"A.S. SANTIAGO E BARBANZA","11","1.310","0,84%"
2021-05-07,"A.S. VIGO","49","2.038","2,4%"
2021-05-07,"GALICIA","157","8.230","1,91%"
2021-05-08,"A.S. A CORUÑA E CEE","22","3.416","0,64%"
2021-05-08,"A.S. FERROL","8","176","4,55%"
2021-05-08,"A.S. LUGO, A MARIÑA E MONFORTE","10","849","1,18%"
2021-05-08,"A.S. OURENSE, VERÍN E O BARCO","5","977","0,51%"
2021-05-08,"A.S. PONTEVEDRA E O SALNÉS","18","1.155","1,56%"
2021-05-08,"A.S. SANTIAGO E BARBANZA","22","1.377","1,6%"
2021-05-08,"A.S. VIGO","44","1.792","2,46%"
2021-05-08,"GALICIA","129","9.742","1,32%"
2021-05-09,"A.S. A CORUÑA E CEE","44","2.254","1,95%"
2021-05-09,"A.S. FERROL","2","120","1,67%"
2021-05-09,"A.S. LUGO, A MARIÑA E MONFORTE","12","752","1,6%"
2021-05-09,"A.S. OURENSE, VERÍN E O BARCO","12","1.179","1,02%"
2021-05-09,"A.S. PONTEVEDRA E O SALNÉS","16","1.130","1,42%"
2021-05-09,"A.S. SANTIAGO E BARBANZA","25","1.695","1,47%"
2021-05-09,"A.S. VIGO","37","1.221","3,03%"
2021-05-09,"GALICIA","148","8.351","1,77%"
2021-05-10,"A.S. A CORUÑA E CEE","20","2.622","0,76%"
2021-05-10,"A.S. FERROL","10","539","1,86%"
2021-05-10,"A.S. LUGO, A MARIÑA E MONFORTE","10","377","2,65%"
2021-05-10,"A.S. OURENSE, VERÍN E O BARCO","6","281","2,14%"
2021-05-10,"A.S. PONTEVEDRA E O SALNÉS","11","838","1,31%"
2021-05-10,"A.S. SANTIAGO E BARBANZA","41","1.436","2,86%"
2021-05-10,"A.S. VIGO","44","1.040","4,23%"
2021-05-10,"GALICIA","142","7.133","1,99%"
2021-05-11,"A.S. A CORUÑA E CEE","22","2.928","0,75%"
2021-05-11,"A.S. FERROL","12","400","3%"
2021-05-11,"A.S. LUGO, A MARIÑA E MONFORTE","7","501","1,4%"
2021-05-11,"A.S. OURENSE, VERÍN E O BARCO","12","525","2,29%"
2021-05-11,"A.S. PONTEVEDRA E O SALNÉS","24","875","2,74%"
2021-05-11,"A.S. SANTIAGO E BARBANZA","24","614","3,91%"
2021-05-11,"A.S. VIGO","66","2.184","3,02%"
2021-05-11,"GALICIA","167","8.027","2,08%"
2021-05-12,"A.S. A CORUÑA E CEE","20","2.256","0,89%"
2021-05-12,"A.S. FERROL","2","393","0,51%"
2021-05-12,"A.S. LUGO, A MARIÑA E MONFORTE","10","381","2,62%"
2021-05-12,"A.S. OURENSE, VERÍN E O BARCO","7","372","1,88%"
2021-05-12,"A.S. PONTEVEDRA E O SALNÉS","21","798","2,63%"
2021-05-12,"A.S. SANTIAGO E BARBANZA","21","340","6,18%"
2021-05-12,"A.S. VIGO","40","1.728","2,31%"
2021-05-12,"GALICIA","121","6.268","1,93%"
2021-05-13,"A.S. A CORUÑA E CEE","22","1.364","1,61%"
2021-05-13,"A.S. FERROL","3","291","1,03%"
2021-05-13,"A.S. LUGO, A MARIÑA E MONFORTE","11","571","1,93%"
